product_id,quantity,wholesale_cost,sale_price,supplier_id
96012YJVW014,6088,414.2,575.74,HUUDFQKQ
9F1BBF77YJ7Y,5844,380.92,433.11,UVRADZDE
R42OVRLPOB7G,2041,120.89,211.92,BUSRIFIK
MKN57YNTEI9G,46,1.36,1.59,GWCRWNND
TAEKYLT7822F,5083,390.12,466.58,SNQXWKEN
9WMAZQ07ZHLV,104,4.01,5.24,WXNJOFOQ
BCFYC4ILAXNI,5279,427.83,652.87,SZBXULKZ
VWEVI0TN074X,3425,395.42,631.88,EIUMBEPJ
UMV8BFU4R3CW,4156,400.75,637.99,ZQOTKOPT
HFTF4TM7ZB4F,4242,511.91,639.89,NWQKMQNZ
GWK5KX1T1CF7,4484,406.1,483.67,KWZHPPSI
BMV7MHY22BHY,2021,121.7,151.64,QWGCKSEE
HGZ0CD58SSCS,3150,474.09,810.69,XDHMUWBY
MGHYCCF868SS,5053,415.55,692.72,VULJMYZU
XEVUWVABJX1V,3431,395.42,636.23,ZWKVZAXK
8FNQ9Q99UAU8,741,35.71,49.49,LLYNIFGP
JVUVZ7FF84ZT,5595,423.72,772.02,MHPSLALJ
WJ4FDI6WGP9L,2920,110.48,173.23,ZWKVZAXK
SB75YG7NXNW8,4530,350.05,496.37,ZCDYQWKI
PSMBGOOFYBIN,2824,134.22,205.22,KWZHPPSI
S5EMDNHMUTDF,4632,355.12,519.19,NWQKMQNZ
QS1DDEPM6OOL,5772,430.58,550.71,BLKYVHGK
2602MNSCR9NI,3009,388.8,590.59,EIUMBEPJ
4FPETS13YW1I,5839,391.44,450.16,SZBXULKZ
S7PTXR74PM50,5597,387.48,607.96,HUUDFQKQ
HLFT869RVERN,260,16.83,26.52,TPDPNKYI
RW389B2PVY5T,6174,355.12,410.16,ZQOTKOPT
4QYUEAIMLLQI,3226,408.79,722.74,DYCUYQFX
2YBD0IRTTFH4,4696,445.82,807.83,ZQOTKOPT
SG8SLJOE17XZ,6076,479.83,599.79,HUUDFQKQ
WJC96C2CZB0N,5387,377,505.93,PXEQJNYI
71ZDF6Q0SNZG,3870,380.92,544.72,WXRIAWXC
BWT7QP8P4JUJ,1705,106.58,134.08,ZJPGZTLM
YLZ2ZESG7F1X,5089,471.23,570.19,LOUEWGQU
EG3UC03BSYXA,1880,129.16,189.09,LLYNIFGP
JH1EJOTJDN30,6505,462.7,808.34,QHJAWQKY
V0804RI8G07G,4383,436.09,502.38,PXEQJNYI
T7LV3UP0N991,2028,145.48,199.02,MYRCTODR
CQJFZJP8VXZQ,1179,120.89,135.4,DYCUYQFX
J0DKAN5YRBHI,5776,388.8,543.93,HZELUZRY
TGZQNMHX0U2T,3713,441.64,503.03,EIUMBEPJ
04TM19CNZO2I,526,33.28,38.97,QWGCKSEE
POA0EOJG08TN,5117,441.64,583.41,SSLDGFIO
U2GK6XFRZU6Z,3262,394.09,689.26,SNQXWKEN
WH1PJG37D783,6039,364.07,457.64,IJVMFHCR
JQ81CLT66P55,389,9.66,15.46,SNQXWKEN
JJMUG4UIDRVO,1500,112.05,190.37,SNQXWKEN
09PQWU7YRG45,322,17.93,24.69,QHJAWQKY
YCYV0SG9ZT2J,5202,478.4,566.43,ATCDUVFW
QSC2QT4FINCJ,5814,407.45,545.17,QWGCKSEE
64KOGZHOKLE4,6272,404.76,637.9,EIUMBEPJ
PHRXVC8ALL0F,4730,402.08,570.95,VULJMYZU
VCNZ0DSD7YSZ,3319,371.8,604.55,ZWKVZAXK
G0L5248Q2Z3F,5307,443.03,632.65,IJVMFHCR
GZ7GOTL72VMS,4975,383.54,685,ZWKVZAXK
ILP04DM9GDK3,4965,378.3,601.12,XDKQBNHX
WVTYLB7W4GJ5,206,9.66,16.76,ASCYDYTE
B5LJR0ELKJXL,5582,395.42,438.13,MYRCTODR
STPJASCJV013,678,40.27,61.37,SSLDGFIO
PYRQR50LBHXG,5446,353.85,402.68,ZCDYQWKI
U9VRBFPT4DHP,519,36.71,60.17,XDKQBNHX
ZUVE5YZY005O,6184,410.14,601.27,JSTUHPFO
D8U90GCEZHC5,4600,447.22,640.87,RUEYGNJW
Z364P94S69HN,6106,370.51,473.88,ZLTFWIEM
Q1SZJ09J3HT5,4879,411.49,675.26,BLKYVHGK
LFNHJ8RTVI9C,4629,415.55,731.78,DYCUYQFX
WQ1SAWI4F9GH,2843,112.85,127.52,IWFWEGMW
7E2KB4F5SMXN,3038,374.4,630.12,CSIUUMRG
8ANH5KP8K5DD,1429,127.48,180.64,QWGCKSEE
O1JG04U5S083,269,14.71,18.39,QJENHIIM
QQS10O9KYRCO,2140,121.7,139.1,HZELUZRY
V5X8A9ARM4VP,5579,347.53,593.58,HZELUZRY
KR52NFHT0DJP,2920,131.68,180.4,VULJMYZU
RDXDS5PXE4PY,5243,391.44,508.09,LLYNIFGP
EXFZ5BRKOR4V,5437,395.42,650.47,EIUMBEPJ
N5S07J18UE25,1503,141.11,163.12,JSTUHPFO
M272T88TFPYO,3832,396.75,449.91,IJVMFHCR
4KLR18EGDI1J,6572,415.55,565.98,BLKYVHGK
31CPWA21RX2G,93,3.62,6.22,ZWKVZAXK
UG1PFM6SJK3V,2103,151.69,269.25,BLKYVHGK
WS1W0PFGHFUY,1498,130.84,168.78,WXRIAWXC
7BQA54S051W7,1892,133.37,184.98,CSIUUMRG
NKF8ANE34VLB,6489,408.79,680.64,BUSRIFIK
RCKSP7PHZ3IV,3469,367.93,466.17,ZJPGZTLM
HR2CJ8VW76UH,2568,121.7,196.06,BUSRIFIK
BBLUBGVEFLKB,5498,423.72,595.33,EQVSQOIN
6JGJWHIG3CW3,910,37.71,59.36,ATCDUVFW
AC30FQ7ZWT7F,4419,443.03,487.78,ZWKVZAXK
B2G8XW4J7BE3,330,11.14,21.08,JSTUHPFO
3531AF4HC8B4,3524,362.78,634.5,GWCRWNND
WLOOXP0BK1EX,4172,387.48,518.84,ZQOTKOPT
NCPVYFSHCY4G,3618,422.35,728.55,EIUMBEPJ
SSD8N7SX0WJJ,1666,135.08,153.45,BUSRIFIK
UAYYHII6FJZP,4774,416.91,529.48,XDKQBNHX
CEVFE3CVH8DH,3183,398.08,598.31,ZJPGZTLM
NF8NE83B3ZC3,4758,406.1,757.78,TPDPNKYI
RZ6TZ0RPG6N1,685,34.73,64.95,SZBXULKZ
RVPOBPRR9G5G,585,38.22,67.73,DYCUYQFX
F3A64ZE02LTL,4097,452.82,567.38,BUSRIFIK
FN71PGHLF734,5924,437.48,650.1,ATCDUVFW
90U7ILUVZ0XL,677,45.05,78.93,WXRIAWXC
48AI5LWS7T0C,6029,383.54,568.02,ZQOTKOPT
7WM4AS8ULWDE,1421,141.11,185.14,ZCDYQWKI
31VA14JG0KH1,3130,351.32,540.33,QWGCKSEE
B3F91YTPYTBT,2121,116.04,209.92,QWGCKSEE
53C1UKDQLI31,5734,478.4,900.35,SZBXULKZ
AJ8XYILJDWI5,3528,380.92,451.01,SBURCVZQ
QHWR7ZU6U9RL,4856,367.93,607.45,ATCDUVFW
2QLEM1SOQ2SC,2427,129.99,155.6,BLKYVHGK
37KYJCCAMUH9,1992,122.52,210.24,EQVSQOIN
4Z0H078LZGBF,1729,123.34,149.24,DYCUYQFX
Z8NVJCFVPJNO,3075,404.76,453.74,XDKQBNHX
0ESLULS0B7XO,2311,129.16,146.6,QJENHIIM
RNBSYKZZU2Z7,6142,403.42,603.92,GWCRWNND
8KMBEV6M4EDL,2111,124.17,165.64,SZBXULKZ
6CBVWYVO0A82,3084,452.82,774.78,HWPQDXDV
03CHVLBYFXRB,3089,423.72,655.49,JDZBSSBD
6ZDZT09BWL7K,176,10.84,15.26,IJVMFHCR
FQNAJBAGDHU0,789,41.84,47.91,KWZHPPSI
EAGEL0DPVVKC,3163,410.14,769.42,BUSRIFIK
S44V1YWKC2ZD,4738,415.55,733.03,GWCRWNND
W3MDW25NYSWZ,2430,119.26,202.62,ZWKVZAXK
ZBJ2OEO3EMO7,1502,141.98,160.01,KWZHPPSI
I76PI9SEHABZ,5605,387.48,689.71,GWCRWNND
B1H96IJOZNRZ,4230,384.85,559.19,SSLDGFIO
EB0PTQ6YQMWN,1576,116.04,205.51,IXWQZJJQ
J1FJRPEXBWA7,3761,403.42,589.4,EIUMBEPJ
VTX74SG0ZX8E,6493,414.2,592.31,RUEYGNJW
IBP68PEAZC9J,3182,433.33,515.23,WXNJOFOQ
BJ6D4365EDXO,2208,152.59,240.02,DYCUYQFX
IF35WHZ73BRD,4931,387.48,541.7,QHJAWQKY
D7WB3JF9ZAFJ,1463,123.34,229.54,SNQXWKEN
30TN9AXBUZ77,2265,105.8,198.38,JSTUHPFO
WQNP5WF295YE,5318,416.91,555.32,ZQOTKOPT
JR5LLWSESL2L,3763,410.14,735.79,WXRIAWXC
9BF00199MX5D,5443,420.99,508.56,ZQOTKOPT
TZ8PDMJI5T3H,6282,388.8,723.56,RUEYGNJW
1554HHY5XPYQ,309,13.04,18.18,XDKQBNHX
9O7ANC4QNUMW,2907,121.7,139.22,SNQXWKEN
ZE229JQCDB9T,1728,139.37,185.64,QHJAWQKY
9FIPPSXO9DYG,1776,146.36,237.54,MHPSLALJ
3A9G25F27OJK,785,40.27,74.98,GWCRWNND
TQDQX7Z9R27Q,524,32.33,52.76,EIUMBEPJ
L7AE7F1J0V84,3410,427.83,658,HWPQDXDV
XAAO3B5HQX38,3464,402.08,537.98,ZLTFWIEM
8DGL9MVLVH6Q,1257,113.64,199.89,PXEQJNYI
XKAOFROX6385,1177,134.22,189.79,ZWKVZAXK
N0VJ331E0JWX,145,2.89,3.68,BLKYVHGK
57I0LL85QJWQ,6142,422.35,682.94,DYCUYQFX
O15637QKTVAL,6328,364.07,525.35,GWCRWNND
UKSRUE3EEU5S,1560,135.08,185.6,UVRADZDE
UDXDO7N254KF,154,9.37,14.41,ZQOTKOPT
NJKSWDJ4YM4A,5900,427.83,478.31,XDHMUWBY
H25PPZ0HHMSQ,5909,427.83,617.36,JSTUHPFO
FVPTXDJTF0E7,1986,131.68,170.39,IJVMFHCR
G0RJ0Y9TOPDK,298,15.4,29.01,ZCDYQWKI
RSPU8BTG2HZJ,6200,454.23,830.33,HZELUZRY
5N8Y56IXWNQI,6056,384.85,676.18,IXWQZJJQ
J6ZIQRQA4FPK,2156,126.65,206.82,ZQOTKOPT
XS730NM7ZHAF,2621,117.64,153.05,TATYTRUX
T7QEGQZBC6R2,5554,394.09,703.45,JDZBSSBD
7JBYEW4PNRH7,2031,112.85,190.83,SBURCVZQ
S14TAYR2J5T4,1075,36.21,47.15,ZCDYQWKI
RME1JTHHIFX8,5826,451.42,609.87,CSIUUMRG
ZV1049446XKK,976,37.71,58.75,HWPQDXDV
9CYQMV9YTP0O,6448,447.22,663.67,PXEQJNYI
JL0SEOCF7THR,5622,374.4,602.41,WXNJOFOQ
0DQA9MV7G70E,5616,450.02,750.18,SNQXWKEN
LLAEUQ0TXHN1,4727,433.33,790.39,XDHMUWBY
U4G5RE59856N,1566,129.16,160.42,ZLTFWIEM
SX9JSSTIJZUC,6328,383.54,512.79,XDKQBNHX
5IFTZ6SG47JF,1218,143.72,230.53,ZWKVZAXK
S82J92UDWYMG,2181,118.45,206.7,ZWKVZAXK
EZ92H4YPU5FR,6094,378.3,641.6,ZJPGZTLM
9RJNFUA7II5I,1561,131.68,196.86,DYCUYQFX
5MUQLXH96CTF,3831,445.82,805.6,TATYTRUX
0X4OQUTDSGIV,5829,431.95,750.3,ZQOTKOPT
LNOC9T8268MB,1349,146.36,226.71,SZBXULKZ
4RKFLZ3LAKGG,4351,448.62,546.42,QJENHIIM
BPTGIHAATKX6,4467,387.48,434.37,SNQXWKEN
ZT15BZ0S2027,3455,410.14,658.27,EIUMBEPJ
JK0GJFA6SD92,100,2.89,4.54,QWGCKSEE
HFI6EDD8QVB1,1970,99.7,150.05,ZLTFWIEM
NADET884GH83,2643,119.26,167.2,XDKQBNHX
181F7PV948T6,4068,395.42,513.26,HWPQDXDV
9X1H4KUPQ223,5633,400.75,543.82,MHPSLALJ
UITFGM1ZZ18C,377,16.83,24.25,HZELUZRY
L1MHCGNSL8Q7,4883,365.35,541.81,SBURCVZQ
6TK2ODA6KLUZ,4189,437.48,740.65,EQVSQOIN
2COYKTEQJZP0,1137,147.24,169.03,IWFWEGMW
I13CWCWEJDR4,6396,437.48,606.35,WXNJOFOQ
84ZBEPDYSCI8,5596,327.62,518.29,IWFWEGMW
617AL2LE93CI,6379,331.31,501.93,TPDPNKYI
IZRREDMQF9V9,6235,408.79,477.88,HZELUZRY
6HC7O5QEY0PE,1560,108.13,158.09,IXWQZJJQ
6BZH740WMY4Z,6235,455.63,807.38,PXEQJNYI
IT3Y89LYNEUK,4141,423.72,630.5,GWCRWNND
O6XSH40GILBY,612,37.21,69.73,IWFWEGMW
T20K2J4QLQI0,6459,351.32,542.79,MYRCTODR
LIU0DLI4CIP1,654,27.29,38.83,SNQXWKEN
M7GVZ0CI1SM1,2915,105.8,172.35,HUUDFQKQ
IZA1SB4FH9Q3,4851,414.2,692.96,EIUMBEPJ
LWR2UEVEC7DD,4449,431.95,533.46,WXRIAWXC
PU7H6KMAAOIT,3641,415.55,550.19,HWPQDXDV
LDHQVC765MT2,609,42.37,69.4,DYCUYQFX
PHFPRQSPKT94,5558,367.93,483.46,HZELUZRY
TBX8W9R5UX0G,1810,126.65,193.77,PXEQJNYI
4Y4LKLZ0MP39,6298,420.99,740.1,LOUEWGQU
2UQVSRVTO1I6,3654,471.23,739.83,KWZHPPSI
VJ8J65FJA6KX,2826,92.29,132.07,GWCRWNND
WCELHMF6CG3B,1415,119.26,132.74,UVRADZDE
99FQXHTWLXL6,4450,362.78,537.64,ASCYDYTE
E8WPV0LLS9W4,3221,384.85,550.72,ZLTFWIEM
UBEZZU1V8RR1,5094,328.85,544.58,SZBXULKZ
D59UBTVOBNZB,3729,380.92,516.15,UVRADZDE
GPXZCH752WCU,5895,419.63,656.3,MYRCTODR
BLBI33DQARL9,2782,116.04,173.02,BUSRIFIK
YVGTJQ955H4W,1865,102.74,166.44,XDKQBNHX
WVOGKGEOX8YY,5049,395.42,554.77,ZJPGZTLM
YI02KMTAN0FI,476,28.18,42.95,UVRADZDE
3WEL3A00CI6Q,4214,403.42,659.59,KWZHPPSI
9VJH8VNZJVVE,6535,420.99,624.75,SBURCVZQ
6HLTFYNGC8LY,337,10.84,13.59,XDHMUWBY
M5WXD4WQCXIP,3515,351.32,613.4,NWQKMQNZ
4BH5FGZB3LKK,4001,348.79,557.37,SSLDGFIO
MOWOZM7LA6XK,2920,125.82,185.46,MHPSLALJ
8RKLJAORBO08,2417,87.24,155.99,ZWKVZAXK
JL9WGRGKH1QH,2151,115.23,204.65,DYCUYQFX
HYHOS2PZZD5T,586,35.71,42.49,RUEYGNJW
QM030UVENB52,4586,369.22,547.55,MHPSLALJ
T4TT6ZLN4WAQ,4320,374.4,711.36,LLYNIFGP
G5SQUYD8S158,6270,415.55,491.6,QWGCKSEE
K3W3HSZ343ZH,2432,115.23,166.51,VULJMYZU
J8BHGE287DDI,3904,418.27,659.61,CSIUUMRG
SPZ54HMUZ9Y7,358,12.08,17.04,IJVMFHCR
T9V91OFG9FGU,2420,94.49,113.01,RUEYGNJW
IESY99OX5RGW,1740,119.26,131.9,HWPQDXDV
OUDI7PUOEITV,5012,410.14,586.91,JDZBSSBD
PHLMG4FRHKKK,2608,131.68,216.75,KWZHPPSI
A2B0XYI2P2YI,2767,141.11,237.49,KWZHPPSI
VDGVEARW0B75,3134,440.25,725.09,GWCRWNND
MGCLY25E2D53,6159,402.08,527.13,BUSRIFIK
SKD3WOD875L0,2070,131.68,166.97,BLKYVHGK
F0SRWZ42KSZH,631,42.9,71.77,IJVMFHCR
TN5J6ZBE1DKS,4063,412.84,772.42,QHJAWQKY
TK162LA6D0TG,333,9.37,11.1,MYRCTODR
RDCLK2I5TRPS,5351,394.09,488.28,HUUDFQKQ
G6RUU5ZNPRSU,1556,117.64,181.52,QHJAWQKY
8U8H8KJLHGPO,1454,139.37,206.41,JSTUHPFO
J7U4DP6PJN05,2112,133.37,203.12,UKVXLLYL
7VD3N06QGSWA,2107,132.53,194.95,MYRCTODR
G5HVGSEW0LFR,6520,366.64,644.55,KWZHPPSI
E8PSHZLJTX0F,4000,370.51,550.21,SBURCVZQ
ADJZF8VAGO3W,1774,125.82,228.49,LOUEWGQU
OZIH5CWPPJS8,5461,459.87,844.78,XDHMUWBY
JYP9N7Q1O7NV,5667,336.27,536.69,GWCRWNND
XNH4YQBPMJZP,287,12.39,16.45,PXEQJNYI
9AK10ZK6X60J,3803,373.1,541.74,XDKQBNHX
LN06HFV4XEHR,5545,346.27,647.52,SSLDGFIO
RUPK0UEVGRV7,4246,371.8,637.64,ZQOTKOPT
880UPWG14YT3,1385,108.91,131.67,SNQXWKEN
4RK17UGCNGCB,1715,113.64,181.6,TPDPNKYI
IR7QN6LCNMDS,1035,40.27,57.87,ATCDUVFW
ERDM2MZET5HO,1045,40.27,60.24,TATYTRUX
Q7TGT8NVM2SO,785,42.37,61.86,ZCDYQWKI
KJR6PGRZWVKM,507,44.51,56.48,QWGCKSEE
0D13YVZU07MN,821,41.31,78.28,IWFWEGMW
9RWHLGNPN5FZ,3817,427.83,784.21,RUEYGNJW
TA9ODA84PK6D,4001,379.61,553.85,UVRADZDE
VZZ2LFA767TH,2884,106.58,159.66,TATYTRUX
YK6JWJ49ZSEG,5996,427.83,539.07,RUEYGNJW
NU5NRIUVO3LT,820,38.73,58.91,IWFWEGMW
16SGDZOEEJTC,3509,408.79,627.49,MHPSLALJ
JHDCYNOUF4UT,4733,403.42,672.1,ZQOTKOPT
LSZOWEM5FUWR,1472,119.26,215.74,IJVMFHCR
EG5T6IMWAVBD,5264,419.63,634.48,EQVSQOIN
EEPPISVB64E2,1051,30,45.18,ZWKVZAXK
HWS8B795QOTZ,4471,440.25,563.08,BUSRIFIK
E68PM956364F,5512,350.05,599.29,UKVXLLYL
69AJMLZP61AW,3913,448.62,776.56,ATCDUVFW
RR07C5LHUNJV,6236,394.09,637.64,IWFWEGMW
CETR2BVLWKLV,5612,371.8,432.4,QHJAWQKY
F8I9OZSGNVBC,1141,125.82,192,PXEQJNYI
R0KEY0OJ2UMO,1957,112.05,166.95,QHJAWQKY
TCRNVG46F4UC,3869,395.42,492.69,MHPSLALJ
XYA8QAJ1K0SP,1874,124.99,141.11,BLKYVHGK
07P98I6W06HJ,5166,412.84,697.7,SSLDGFIO
BDZ54B62KTFD,53,1.24,1.74,SBURCVZQ
DQQV4VIF9PF9,1993,117.64,153.4,IXWQZJJQ
P72CLZYTUMHN,6480,429.2,777.71,EIUMBEPJ
65Q2Y2OIEWNW,1794,120.89,181.82,JDZBSSBD
6BARJEUIZGBU,3597,403.42,584.96,QWGCKSEE
4C56XCUUKF7E,6445,375.7,671.38,HUUDFQKQ
YC3BB4R95WMV,3700,404.76,641.95,VULJMYZU
MNK5Z1YJ4EM4,4528,426.46,575.29,ZCDYQWKI
RCSRODB6Z7X6,3602,394.09,606.5,HZELUZRY
49DT6V8KQSMR,5815,475.53,874.5,ZLTFWIEM
XCUNJEYXC3M2,3974,375.7,461.74,KWZHPPSI
X15D7A1N919Q,2299,131.68,248.61,ZCDYQWKI
D7CQ8OFHX3XX,1359,120.89,172.15,VULJMYZU
A92QG3EPV83I,2102,130.84,206.6,ZCDYQWKI
XZE1YU9X2GF3,2642,115.23,195.08,WXNJOFOQ
7GVD8ZZ1KH3E,3499,398.08,523.87,GWCRWNND
U5WLOBV3EDCF,6599,337.51,638.23,IXWQZJJQ
XK9ZIIC2S6JJ,4555,333.79,608.5,WXRIAWXC
QC8BUNQ58CQV,1233,120.89,168.04,KWZHPPSI
OOBITVQZ4YRH,1293,143.72,270.62,RUEYGNJW
D1FL82ODLIDY,2426,129.16,219.44,HWPQDXDV
TQCNKSI6ISF1,4775,410.14,561.48,HWPQDXDV
7QCL5461N0ED,6279,362.78,537.28,ZJPGZTLM
JYH57HU79WPP,1067,35.71,57.67,RUEYGNJW
FHF5FRKC4K1A,307,8.81,11.33,MYRCTODR
16IRDP4VH439,4035,407.45,616.88,JDZBSSBD
Q77KDPXN9F40,5610,462.7,512.67,MYRCTODR
F9N74L3TEWXL,2062,125.82,207.1,RUEYGNJW
ZP13Z62DDR8U,2733,120.07,141.92,UKVXLLYL
LYF2SLZIB2EX,2744,114.44,210.57,HUUDFQKQ
YA55542LHDR9,5508,392.76,643.73,LLYNIFGP
ZLVU2NM7CZLV,4160,378.3,565.18,LOUEWGQU
KUAZO1AFC1SU,3947,382.22,670.41,NWQKMQNZ
6XYV2YHQMDU9,3566,404.76,599.04,MHPSLALJ
Q6S4AMOLCX80,3890,427.83,737.58,IXWQZJJQ
8D64LBYQ1392,1174,123.34,163.3,SZBXULKZ
HEP925UA4SX3,2634,123.34,177.12,UKVXLLYL
6J1CT079GYZI,1091,42.9,61.56,QWGCKSEE
GXD55TVD36W4,5530,382.22,434.2,UKVXLLYL
FYCYWLRF1JFB,4669,369.22,618.81,SBURCVZQ
OXS3SVRO1D6S,2167,130.84,179.64,EQVSQOIN
JAEEUH2J6A9D,4474,400.75,757.42,PXEQJNYI
FRZX4XOWIY8X,4421,369.22,546.08,IJVMFHCR
87BXS3VZ9S9W,1344,122.52,192.36,RUEYGNJW
BUPC3ENW6JS0,1258,133.37,187.12,JSTUHPFO
R0DA8Z1O5AVP,4868,378.3,454.34,ZCDYQWKI
9TU5MWCYUJSZ,4752,440.25,703.96,IXWQZJJQ
5WXKK75PN8YM,2566,124.99,218.86,GWCRWNND
0MFQ2820NCMT,963,37.71,46.61,BLKYVHGK
0WBUTSONKRM6,1901,124.99,198.23,ZWKVZAXK
YFKFWBAZNJPC,2004,129.99,167.43,ZLTFWIEM
IWLN410JDJMX,3542,412.84,657.24,ZWKVZAXK
Y2FSLXBFZ4SA,6582,396.75,524.11,ZQOTKOPT
F0NL21JI7Z9S,4956,348.79,532.95,EIUMBEPJ
HE2WFBOD951K,1629,132.53,219.87,JDZBSSBD
SIOMZ1LNROG9,5180,430.58,669.12,XDKQBNHX
1D80ET5CZE5Y,2211,116.04,192.74,TATYTRUX
G44ROG83G2OQ,4704,399.41,700.96,XDKQBNHX
J7JAPG5A3FWA,4711,431.95,628.92,PXEQJNYI
YJQ75YJ8XJAM,1088,38.73,64.41,EQVSQOIN
L1Z0EGS1NFVZ,3285,391.44,574.63,IXWQZJJQ
AGU3INW067SN,6050,445.82,706.62,HWPQDXDV
7EOJM4G8AFR7,33,1.36,1.74,IXWQZJJQ
NBXME9G9HKN2,5569,419.63,505.23,ASCYDYTE
VLDNKZZZIMXQ,5350,444.43,624.42,IWFWEGMW
U8D1FO8M8N0D,5907,426.46,715.17,XDKQBNHX
BQCMIS3PZZ80,856,39.24,64.43,WXRIAWXC
F8O3ZRZU4Y6D,1472,141.11,262.04,TPDPNKYI
0FWYNBEDIRHI,3150,434.71,727.7,ZCDYQWKI
QFA2UX52R6LY,278,16.46,24.39,UKVXLLYL
98YKVYAYZP99,1452,132.53,196.14,SNQXWKEN
SZF88HSJ45PT,29,0.78,1.44,SZBXULKZ
9Y7HPYJ9S3FR,3316,411.49,515.6,NWQKMQNZ
AF3EHHR5LFIR,3590,374.4,443.29,ATCDUVFW
CK983NSUWIFV,2979,138.51,235.61,RUEYGNJW
03TJNP1XWCQQ,688,45.59,59.68,UKVXLLYL
EX7XUDLQI9MK,3472,434.71,818.56,ASCYDYTE
46NT5PGBFYCY,4693,404.76,676.35,TPDPNKYI
BTOLV554K2K2,5320,444.43,837.31,ZQOTKOPT
3U5QXWYPSTD0,5114,371.8,660.32,BLKYVHGK
O4FQQYKOG7N4,4149,415.55,643.69,ZQOTKOPT
SQNTAX0917JM,5610,448.62,827.26,SBURCVZQ
1DYOVXPFTBKH,3067,380.92,716.51,VULJMYZU
T69ISMMIR6HU,5161,402.08,647.75,PXEQJNYI
C3VZD8Y29SVF,2354,88.67,152.6,SNQXWKEN
NUMQFK6L0SLW,2696,120.07,182.75,ASCYDYTE
HRK1I1HN5L57,6577,332.55,422.67,ATCDUVFW
1X74V1A5G3Y5,183,14.03,22.36,IWFWEGMW
OZQ9JZON6CK4,4189,412.84,762.93,UVRADZDE
BXNCEQKNC14B,1294,143.72,247.63,NWQKMQNZ
BFU73WJVDZ20,6401,415.55,469.99,SNQXWKEN
N1DH88OTVE3D,1703,120.89,197.41,TPDPNKYI
YLCVRG9DZH3E,5467,468.38,664.63,DYCUYQFX
M5529J1TATQQ,2485,110.48,135.45,ZWKVZAXK
KLKM9EOI8340,4579,388.8,529.93,QWGCKSEE
7N72B5FHP7EM,3343,383.54,466.77,PXEQJNYI
HQVEUG5K9UA6,4921,407.45,719.96,QHJAWQKY
XFYXFUAK8ULC,4462,390.12,489.6,ZQOTKOPT
DAOIOH5TLV43,2698,129.16,168.55,JSTUHPFO
